Evidence ID,Instrumento,Versão,Tipo,Componente,Critério,Domínio,Julgamento IA provisório,Base textual,Fonte oficial,Confirmação humana
EV-0796,JBI Quasi-Experimental Studies,Revised JBI quasi-experimental tool 2024,RISK_OF_BIAS_APPRAISAL,QUASI_EXPERIMENTAL_IMPLEMENTATION_EVIDENCE,Q5,multiple pre/post measurements,YES,Abstract; Intervention; Lessons learnt; Improvement of SLIPTA score; Figure 3; Recommendations,https://jbi.global/critical-appraisal-tools,
EV-0796,JBI Quasi-Experimental Studies,Revised JBI quasi-experimental tool 2024,RISK_OF_BIAS_APPRAISAL,QUASI_EXPERIMENTAL_IMPLEMENTATION_EVIDENCE,Q6,follow-up complete/handled,YES,Abstract; Intervention; Lessons learnt; Improvement of SLIPTA score; Figure 3; Recommendations,https://jbi.global/critical-appraisal-tools,
EV-0796,JBI Quasi-Experimental Studies,Revised JBI quasi-experimental tool 2024,RISK_OF_BIAS_APPRAISAL,QUASI_EXPERIMENTAL_IMPLEMENTATION_EVIDENCE,Q7,outcomes measured same way,YES,Abstract; Intervention; Lessons learnt; Improvement of SLIPTA score; Figure 3; Recommendations,https://jbi.global/critical-appraisal-tools,
EV-0796,JBI Quasi-Experimental Studies,Revised JBI quasi-experimental tool 2024,RISK_OF_BIAS_APPRAISAL,QUASI_EXPERIMENTAL_IMPLEMENTATION_EVIDENCE,Q8,outcomes measured reliably,YES,Abstract; Intervention; Lessons learnt; Improvement of SLIPTA score; Figure 3; Recommendations,https://jbi.global/critical-appraisal-tools,
EV-0796,JBI Quasi-Experimental Studies,Revised JBI quasi-experimental tool 2024,RISK_OF_BIAS_APPRAISAL,QUASI_EXPERIMENTAL_IMPLEMENTATION_EVIDENCE,Q9,appropriate statistical analysis,YES,Abstract; Intervention; Lessons learnt; Improvement of SLIPTA score; Figure 3; Recommendations,https://jbi.global/critical-appraisal-tools,
EV-0632,RoB 2,Cochrane RoB 2 current framework; crossover considerations recorded provisionally,RISK_OF_BIAS_APPRAISAL,RANDOMIZED_EXPERIMENTAL_EVIDENCE,D1,bias arising from randomization process,SOME_CONCERNS,Abstract; Methods—Experimental overview/Participants/Protocol/LBNP/Data analysis; Figure 1; Discussion,https://www.riskofbias.info/welcome/rob-2-0-tool/current-version-of-rob-2,
EV-0632,RoB 2,Cochrane RoB 2 current framework; crossover considerations recorded provisionally,RISK_OF_BIAS_APPRAISAL,RANDOMIZED_EXPERIMENTAL_EVIDENCE,D2,bias due to deviations from intended interventions,LOW,Abstract; Methods—Experimental overview/Participants/Protocol/LBNP/Data analysis; Figure 1; Discussion,https://www.riskofbias.info/welcome/rob-2-0-tool/current-version-of-rob-2,
EV-0632,RoB 2,Cochrane RoB 2 current framework; crossover considerations recorded provisionally,RISK_OF_BIAS_APPRAISAL,RANDOMIZED_EXPERIMENTAL_EVIDENCE,D3,bias due to missing outcome data,LOW,Abstract; Methods—Experimental overview/Participants/Protocol/LBNP/Data analysis; Figure 1; Discussion,https://www.riskofbias.info/welcome/rob-2-0-tool/current-version-of-rob-2,
EV-0632,RoB 2,Cochrane RoB 2 current framework; crossover considerations recorded provisionally,RISK_OF_BIAS_APPRAISAL,RANDOMIZED_EXPERIMENTAL_EVIDENCE,D4,bias in measurement of outcome,LOW,Abstract; Methods—Experimental overview/Participants/Protocol/LBNP/Data analysis; Figure 1; Discussion,https://www.riskofbias.info/welcome/rob-2-0-tool/current-version-of-rob-2,
EV-0632,RoB 2,Cochrane RoB 2 current framework; crossover considerations recorded provisionally,RISK_OF_BIAS_APPRAISAL,RANDOMIZED_EXPERIMENTAL_EVIDENCE,D5,bias in selection of reported result,SOME_CONCERNS,Abstract; Methods—Experimental overview/Participants/Protocol/LBNP/Data analysis; Figure 1; Discussion,https://www.riskofbias.info/welcome/rob-2-0-tool/current-version-of-rob-2,
EV-0458,JBI Qualitative Research,JBI qualitative guidance current 2024/2026 page,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_EVIDENCE,Q1,methodology/philosophical perspective congruity,YES,Abstract; Materials and Methods; Results; Conclusions,https://jbi.global/critical-appraisal-tools,
EV-0458,JBI Qualitative Research,JBI qualitative guidance current 2024/2026 page,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_EVIDENCE,Q2,methodology/research question congruity,YES,Abstract; Materials and Methods; Results; Conclusions,https://jbi.global/critical-appraisal-tools,
EV-0458,JBI Qualitative Research,JBI qualitative guidance current 2024/2026 page,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_EVIDENCE,Q3,methodology/data collection congruity,YES,Abstract; Materials and Methods; Results; Conclusions,https://jbi.global/critical-appraisal-tools,
EV-0458,JBI Qualitative Research,JBI qualitative guidance current 2024/2026 page,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_EVIDENCE,Q4,methodology/data representation and analysis congruity,YES,Abstract; Materials and Methods; Results; Conclusions,https://jbi.global/critical-appraisal-tools,
EV-0458,JBI Qualitative Research,JBI qualitative guidance current 2024/2026 page,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_EVIDENCE,Q5,methodology/interpretation congruity,YES,Abstract; Materials and Methods; Results; Conclusions,https://jbi.global/critical-appraisal-tools,
EV-0458,JBI Qualitative Research,JBI qualitative guidance current 2024/2026 page,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_EVIDENCE,Q6,researcher culturally/theoretically located,UNCLEAR,Abstract; Materials and Methods; Results; Conclusions,https://jbi.global/critical-appraisal-tools,
EV-0458,JBI Qualitative Research,JBI qualitative guidance current 2024/2026 page,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_EVIDENCE,Q7,researcher influence addressed,UNCLEAR,Abstract; Materials and Methods; Results; Conclusions,https://jbi.global/critical-appraisal-tools,
EV-0458,JBI Qualitative Research,JBI qualitative guidance current 2024/2026 page,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_EVIDENCE,Q8,participant voices adequately represented,YES,Abstract; Materials and Methods; Results; Conclusions,https://jbi.global/critical-appraisal-tools,
EV-0458,JBI Qualitative Research,JBI qualitative guidance current 2024/2026 page,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_EVIDENCE,Q9,ethical approval/ethical conduct,YES,Abstract; Materials and Methods; Results; Conclusions,https://jbi.global/critical-appraisal-tools,
EV-0458,JBI Qualitative Research,JBI qualitative guidance current 2024/2026 page,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_EVIDENCE,Q10,conclusions flow from analysis,YES,Abstract; Materials and Methods; Results; Conclusions,https://jbi.global/critical-appraisal-tools,
EV-0376,JBI Systematic Reviews and Research Syntheses,JBI Manual Appendix 9.1 (2024),SYSTEMATIC_REVIEW_APPRAISAL,SYSTEMATIC_REVIEW_EVIDENCE,Q1,review question clearly stated,YES,Methods—eligibility/information sources/search/study selection/data extraction; Results—flow and implementation barriers/facilitators; Limitations; Conclusion,https://jbi-global.atlassian.net/wiki/spaces/MANUAL/pages/355830500,
EV-0376,JBI Systematic Reviews and Research Syntheses,JBI Manual Appendix 9.1 (2024),SYSTEMATIC_REVIEW_APPRAISAL,SYSTEMATIC_REVIEW_EVIDENCE,Q2,inclusion criteria appropriate to question,YES,Methods—eligibility/information sources/search/study selection/data extraction; Results—flow and implementation barriers/facilitators; Limitations; Conclusion,https://jbi-global.atlassian.net/wiki/spaces/MANUAL/pages/355830500,
EV-0376,JBI Systematic Reviews and Research Syntheses,JBI Manual Appendix 9.1 (2024),SYSTEMATIC_REVIEW_APPRAISAL,SYSTEMATIC_REVIEW_EVIDENCE,Q3,search strategy appropriate,YES,Methods—eligibility/information sources/search/study selection/data extraction; Results—flow and implementation barriers/facilitators; Limitations; Conclusion,https://jbi-global.atlassian.net/wiki/spaces/MANUAL/pages/355830500,
EV-0376,JBI Systematic Reviews and Research Syntheses,JBI Manual Appendix 9.1 (2024),SYSTEMATIC_REVIEW_APPRAISAL,SYSTEMATIC_REVIEW_EVIDENCE,Q4,sources/resources used adequate,YES,Methods—eligibility/information sources/search/study selection/data extraction; Results—flow and implementation barriers/facilitators; Limitations; Conclusion,https://jbi-global.atlassian.net/wiki/spaces/MANUAL/pages/355830500,
EV-0376,JBI Systematic Reviews and Research Syntheses,JBI Manual Appendix 9.1 (2024),SYSTEMATIC_REVIEW_APPRAISAL,SYSTEMATIC_REVIEW_EVIDENCE,Q5,criteria for appraising studies appropriate,UNCLEAR,Methods—eligibility/information sources/search/study selection/data extraction; Results—flow and implementation barriers/facilitators; Limitations; Conclusion,https://jbi-global.atlassian.net/wiki/spaces/MANUAL/pages/355830500,
EV-0376,JBI Systematic Reviews and Research Syntheses,JBI Manual Appendix 9.1 (2024),SYSTEMATIC_REVIEW_APPRAISAL,SYSTEMATIC_REVIEW_EVIDENCE,Q6,critical appraisal conducted by two or more reviewers independently,YES,Methods—eligibility/information sources/search/study selection/data extraction; Results—flow and implementation barriers/facilitators; Limitations; Conclusion,https://jbi-global.atlassian.net/wiki/spaces/MANUAL/pages/355830500,
EV-0376,JBI Systematic Reviews and Research Syntheses,JBI Manual Appendix 9.1 (2024),SYSTEMATIC_REVIEW_APPRAISAL,SYSTEMATIC_REVIEW_EVIDENCE,Q7,methods to minimize errors in data extraction,YES,Methods—eligibility/information sources/search/study selection/data extraction; Results—flow and implementation barriers/facilitators; Limitations; Conclusion,https://jbi-global.atlassian.net/wiki/spaces/MANUAL/pages/355830500,
EV-0376,JBI Systematic Reviews and Research Syntheses,JBI Manual Appendix 9.1 (2024),SYSTEMATIC_REVIEW_APPRAISAL,SYSTEMATIC_REVIEW_EVIDENCE,Q8,methods used to combine studies appropriate,YES,Methods—eligibility/information sources/search/study selection/data extraction; Results—flow and implementation barriers/facilitators; Limitations; Conclusion,https://jbi-global.atlassian.net/wiki/spaces/MANUAL/pages/355830500,
EV-0376,JBI Systematic Reviews and Research Syntheses,JBI Manual Appendix 9.1 (2024),SYSTEMATIC_REVIEW_APPRAISAL,SYSTEMATIC_REVIEW_EVIDENCE,Q9,likelihood of publication bias assessed where applicable,NOT_APPLICABLE,Methods—eligibility/information sources/search/study selection/data extraction; Results—flow and implementation barriers/facilitators; Limitations; Conclusion,https://jbi-global.atlassian.net/wiki/spaces/MANUAL/pages/355830500,
EV-0376,JBI Systematic Reviews and Research Syntheses,JBI Manual Appendix 9.1 (2024),SYSTEMATIC_REVIEW_APPRAISAL,SYSTEMATIC_REVIEW_EVIDENCE,Q10,recommendations supported by data,YES,Methods—eligibility/information sources/search/study selection/data extraction; Results—flow and implementation barriers/facilitators; Limitations; Conclusion,https://jbi-global.atlassian.net/wiki/spaces/MANUAL/pages/355830500,
EV-0376,JBI Systematic Reviews and Research Syntheses,JBI Manual Appendix 9.1 (2024),SYSTEMATIC_REVIEW_APPRAISAL,SYSTEMATIC_REVIEW_EVIDENCE,Q11,directives for new research appropriate,YES,Methods—eligibility/information sources/search/study selection/data extraction; Results—flow and implementation barriers/facilitators; Limitations; Conclusion,https://jbi-global.atlassian.net/wiki/spaces/MANUAL/pages/355830500,
EV-0880,JBI Systematic Reviews and Research Syntheses,JBI Manual Appendix 9.1 (2024),SYSTEMATIC_REVIEW_APPRAISAL,POLICY_SYSTEMATIC_REVIEW_EVIDENCE,Q1,review question clearly stated,YES,Abstract; Methods; Results; policy/program tables/figures; Discussion; Conclusions,https://jbi-global.atlassian.net/wiki/spaces/MANUAL/pages/355830500,
EV-0880,JBI Systematic Reviews and Research Syntheses,JBI Manual Appendix 9.1 (2024),SYSTEMATIC_REVIEW_APPRAISAL,POLICY_SYSTEMATIC_REVIEW_EVIDENCE,Q2,inclusion criteria appropriate to question,YES,Abstract; Methods; Results; policy/program tables/figures; Discussion; Conclusions,https://jbi-global.atlassian.net/wiki/spaces/MANUAL/pages/355830500,
EV-0880,JBI Systematic Reviews and Research Syntheses,JBI Manual Appendix 9.1 (2024),SYSTEMATIC_REVIEW_APPRAISAL,POLICY_SYSTEMATIC_REVIEW_EVIDENCE,Q3,search strategy appropriate,YES,Abstract; Methods; Results; policy/program tables/figures; Discussion; Conclusions,https://jbi-global.atlassian.net/wiki/spaces/MANUAL/pages/355830500,
EV-0880,JBI Systematic Reviews and Research Syntheses,JBI Manual Appendix 9.1 (2024),SYSTEMATIC_REVIEW_APPRAISAL,POLICY_SYSTEMATIC_REVIEW_EVIDENCE,Q4,sources/resources used adequate,YES,Abstract; Methods; Results; policy/program tables/figures; Discussion; Conclusions,https://jbi-global.atlassian.net/wiki/spaces/MANUAL/pages/355830500,
EV-0880,JBI Systematic Reviews and Research Syntheses,JBI Manual Appendix 9.1 (2024),SYSTEMATIC_REVIEW_APPRAISAL,POLICY_SYSTEMATIC_REVIEW_EVIDENCE,Q5,criteria for appraising studies appropriate,UNCLEAR,Abstract; Methods; Results; policy/program tables/figures; Discussion; Conclusions,https://jbi-global.atlassian.net/wiki/spaces/MANUAL/pages/355830500,
EV-0880,JBI Systematic Reviews and Research Syntheses,JBI Manual Appendix 9.1 (2024),SYSTEMATIC_REVIEW_APPRAISAL,POLICY_SYSTEMATIC_REVIEW_EVIDENCE,Q6,critical appraisal conducted by two or more reviewers independently,UNCLEAR,Abstract; Methods; Results; policy/program tables/figures; Discussion; Conclusions,https://jbi-global.atlassian.net/wiki/spaces/MANUAL/pages/355830500,
EV-0880,JBI Systematic Reviews and Research Syntheses,JBI Manual Appendix 9.1 (2024),SYSTEMATIC_REVIEW_APPRAISAL,POLICY_SYSTEMATIC_REVIEW_EVIDENCE,Q7,methods to minimize errors in data extraction,YES,Abstract; Methods; Results; policy/program tables/figures; Discussion; Conclusions,https://jbi-global.atlassian.net/wiki/spaces/MANUAL/pages/355830500,
EV-0880,JBI Systematic Reviews and Research Syntheses,JBI Manual Appendix 9.1 (2024),SYSTEMATIC_REVIEW_APPRAISAL,POLICY_SYSTEMATIC_REVIEW_EVIDENCE,Q8,methods used to combine studies appropriate,YES,Abstract; Methods; Results; policy/program tables/figures; Discussion; Conclusions,https://jbi-global.atlassian.net/wiki/spaces/MANUAL/pages/355830500,
EV-0880,JBI Systematic Reviews and Research Syntheses,JBI Manual Appendix 9.1 (2024),SYSTEMATIC_REVIEW_APPRAISAL,POLICY_SYSTEMATIC_REVIEW_EVIDENCE,Q9,likelihood of publication bias assessed where applicable,NOT_APPLICABLE,Abstract; Methods; Results; policy/program tables/figures; Discussion; Conclusions,https://jbi-global.atlassian.net/wiki/spaces/MANUAL/pages/355830500,
EV-0880,JBI Systematic Reviews and Research Syntheses,JBI Manual Appendix 9.1 (2024),SYSTEMATIC_REVIEW_APPRAISAL,POLICY_SYSTEMATIC_REVIEW_EVIDENCE,Q10,recommendations supported by data,YES,Abstract; Methods; Results; policy/program tables/figures; Discussion; Conclusions,https://jbi-global.atlassian.net/wiki/spaces/MANUAL/pages/355830500,
EV-0880,JBI Systematic Reviews and Research Syntheses,JBI Manual Appendix 9.1 (2024),SYSTEMATIC_REVIEW_APPRAISAL,POLICY_SYSTEMATIC_REVIEW_EVIDENCE,Q11,directives for new research appropriate,YES,Abstract; Methods; Results; policy/program tables/figures; Discussion; Conclusions,https://jbi-global.atlassian.net/wiki/spaces/MANUAL/pages/355830500,
EV-0862,SANRA,SANRA 6-item scale; provisional non-comparative narrative appraisal,NARRATIVE_REVIEW_APPRAISAL,NARRATIVE_CASE_STUDY_EVIDENCE,I1,justification of article importance,YES,Abstract; Discussion; LSWAY design/method sections; baseline/recruitment description; ethics/field challenges; Conclusion,https://doi.org/10.1186/s41073-019-0064-8,
EV-0862,SANRA,SANRA 6-item scale; provisional non-comparative narrative appraisal,NARRATIVE_REVIEW_APPRAISAL,NARRATIVE_CASE_STUDY_EVIDENCE,I2,statement of concrete aims,YES,Abstract; Discussion; LSWAY design/method sections; baseline/recruitment description; ethics/field challenges; Conclusion,https://doi.org/10.1186/s41073-019-0064-8,
EV-0862,SANRA,SANRA 6-item scale; provisional non-comparative narrative appraisal,NARRATIVE_REVIEW_APPRAISAL,NARRATIVE_CASE_STUDY_EVIDENCE,I3,description of literature search,NO,Abstract; Discussion; LSWAY design/method sections; baseline/recruitment description; ethics/field challenges; Conclusion,https://doi.org/10.1186/s41073-019-0064-8,
EV-0862,SANRA,SANRA 6-item scale; provisional non-comparative narrative appraisal,NARRATIVE_REVIEW_APPRAISAL,NARRATIVE_CASE_STUDY_EVIDENCE,I4,referencing,YES,Abstract; Discussion; LSWAY design/method sections; baseline/recruitment description; ethics/field challenges; Conclusion,https://doi.org/10.1186/s41073-019-0064-8,
EV-0862,SANRA,SANRA 6-item scale; provisional non-comparative narrative appraisal,NARRATIVE_REVIEW_APPRAISAL,NARRATIVE_CASE_STUDY_EVIDENCE,I5,scientific reasoning,YES,Abstract; Discussion; LSWAY design/method sections; baseline/recruitment description; ethics/field challenges; Conclusion,https://doi.org/10.1186/s41073-019-0064-8,
EV-0862,SANRA,SANRA 6-item scale; provisional non-comparative narrative appraisal,NARRATIVE_REVIEW_APPRAISAL,NARRATIVE_CASE_STUDY_EVIDENCE,I6,appropriate presentation of endpoint data,YES,Abstract; Discussion; LSWAY design/method sections; baseline/recruitment description; ethics/field challenges; Conclusion,https://doi.org/10.1186/s41073-019-0064-8,
EV-0813,JBI Systematic Reviews and Research Syntheses,JBI Manual Appendix 9.1 (2024),SYSTEMATIC_REVIEW_APPRAISAL,QUALITATIVE_SYSTEMATIC_REVIEW_EVIDENCE,Q1,review question clearly stated,YES,Abstract; Methods—protocol/eligibility/data synthesis; Results—study selection/synthesised findings; Discussion; Conclusions,https://jbi-global.atlassian.net/wiki/spaces/MANUAL/pages/355830500,
