evidence_id,stage,source,path_external,sha256,timestamp,tool,transformation
EV-0316,FULL_TEXT,NCBI PMC EFetch JATS XML,external://full-text/2026-09-17-pilot-03/raw/pmc/PMC12094109.xml,a54a8dc8fd6f0736cb26512d1e4707b88c623b942861fc6de713b4ae2d99fcb6,2026-09-17,fetch_full_text_pilot03.py,"parsed metadata, sections and tables"
EV-0316,EXTRACTION_APPRAISAL,audited lawful full text,,,2026-09-17,build_full_text_pilot03.py,AI-assisted provisional extraction and domain appraisal; human fields unchanged
EV-0282,RAW_PUBMED,NCBI Entrez EFetch,external://full-text/2026-09-17-pilot-03/raw/pubmed/40710431.xml,2bc7a900b44873a9605b9e78461e299922d941e3cd774f8376182fc8ff16a36a,2026-09-17,fetch_full_text_pilot03.py,none
EV-0282,FULL_TEXT,NCBI PMC EFetch JATS XML,external://full-text/2026-09-17-pilot-03/raw/pmc/PMC12298807.xml,2e8a56a7b88f9fad360a00fac288131fea43483075b71a82279e0cbcc7a94ae0,2026-09-17,fetch_full_text_pilot03.py,"parsed metadata, sections and tables"
EV-0282,EXTRACTION_APPRAISAL,audited lawful full text,,,2026-09-17,build_full_text_pilot03.py,AI-assisted provisional extraction and domain appraisal; human fields unchanged
EV-0252,RAW_PUBMED,NCBI Entrez EFetch,external://full-text/2026-09-17-pilot-03/raw/pubmed/40979841.xml,b715fc0b3efb432132f46a12f33a27092cdb189c7e10eee86561e4a7d6052950,2026-09-17,fetch_full_text_pilot03.py,none
EV-0252,FULL_TEXT,NCBI PMC EFetch JATS XML,external://full-text/2026-09-17-pilot-03/raw/pmc/PMC12448121.xml,6f82fd6429118c1ba7f7255ef3c86c5a66b6959a73d7a8d65bcfea7630971ac4,2026-09-17,fetch_full_text_pilot03.py,"parsed metadata, sections and tables"
EV-0252,EXTRACTION_APPRAISAL,audited lawful full text,,,2026-09-17,build_full_text_pilot03.py,AI-assisted provisional extraction and domain appraisal; human fields unchanged
EV-0167,RAW_PUBMED,NCBI Entrez EFetch,external://full-text/2026-09-17-pilot-03/raw/pubmed/41537090.xml,72c794479b066b1abf09e3145a77ae13d8eb0c66c11c8216c4c11b9c24c6e2fe,2026-09-17,fetch_full_text_pilot03.py,none
EV-0167,FULL_TEXT,NCBI PMC EFetch JATS XML,external://full-text/2026-09-17-pilot-03/raw/pmc/PMC12798756.xml,d9b2639ca4a8ea1b3f6d05755a2ed4baab5ff4564813356f3dadd1aad0c02d82,2026-09-17,fetch_full_text_pilot03.py,"parsed metadata, sections and tables"
EV-0167,EXTRACTION_APPRAISAL,audited lawful full text,,,2026-09-17,build_full_text_pilot03.py,AI-assisted provisional extraction and domain appraisal; human fields unchanged
